step,pv,prompt_sha1,prompt_head,bf16_correct,nvfp4_correct,n,bf16_min_status,bf16_max_status,nvfp4_min_status,nvfp4_max_status,bf16_min_len,nvfp4_min_len
62,61,05f55f561859,The function $f(n)$ is defined on the positive integers such that $f(f(n)) = 2n$,0,0,8,truncated_length,completed,truncated_length,truncated_length,4224,4519
62,61,bc3f8dc86eac,The sides $x$ and $y$ of a scalene triangle satisfy the equation $x + \frac{2\De,1,1,8,truncated_length,completed,completed,completed,4574,2128
63,62,b58d7b867212,"Forty cards are placed into a box, each bearing a number 1, 2, 3, 4, 5, 6, 7, 8,",0,0,8,completed,completed,completed,completed,1793,1780
63,62,384257b6ceb2,"In a circus, there are $n$ clowns who dress and paint themselves using a selecti",6,2,8,completed,completed,completed,completed,6094,2732
63,62,e38a6a411b8b,"Let $ABCD$ be a convex quadrilateral with $AC = 7$ and $BD = 17$. Let $M$, $P$, ",0,0,8,completed,completed,completed,completed,1330,1364
63,62,3ff4d5c3071d,"Let $a_1, a_2, a_3, \dots$ be a sequence of numbers such that $a_{n+2} = 2a_n$ f",4,5,8,completed,completed,completed,completed,2353,2397
63,62,f7b462d1caca,"Let $n$ be a positive integer and let $d_1, d_2, \ldots, d_k$ be its divisors, s",3,2,8,truncated_length,completed,completed,completed,4123,3045
63,62,a68ff9f059d8,"Lucky Larry's teacher asked him to substitute numbers for $a$, $b$, $c$, $d$, an",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5918,5966
63,62,d05c6e147486,"Starting on April 15, 2008, you can go one day backward and one day forwards to ",0,0,8,completed,completed,completed,completed,3952,4612
63,62,49a4764fe0f4,Three circles with radius $2$ are mutually tangent. What is the total area of th,0,1,8,completed,completed,completed,completed,2663,2193
64,63,ffd462697d24,"At the end of a soccer tournament, each pair of teams played exactly once, with ",1,0,8,truncated_length,completed,truncated_length,truncated_length,4964,5250
64,63,f66658cce1ef,"Counting from the right end, what is the $2500$th digit of $10000!$?  Remember t",0,0,8,completed,completed,completed,completed,2163,2640
64,63,6c718f1c836a,"Determine the least possible value of $f(1998)$, where $f:\mathbb{N} \to \mathbb",0,0,8,completed,completed,completed,completed,1976,2090
64,63,b9c878ad6398,"Fifteen integers $a_1, a_2, a_3, \dots, a_{15}$ are arranged in order on a numbe",1,0,8,completed,completed,completed,completed,1639,3127
64,63,88057086b24e,"For positive integers $n$, let $S_n$ be the set of integers $x$ such that $n$ di",6,2,8,completed,completed,completed,completed,2768,2707
64,63,d51053dad424,"In English class, you have discovered a mysterious phenomenon: if you spend $n$ ",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4370,4222
64,63,90b70abdfa8d,"Let $a, b, c, x, y,$ and $z$ be complex numbers such that \[ a = \frac{b+c}{x-2}",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4862,4544
64,63,b6681c407424,"Using a table of a certain height, two identical blocks of wood are placed as sh",0,0,8,completed,completed,truncated_length,truncated_length,1767,7280
65,64,60ed9740227b,**Problem 1.** The least common multiple of the numbers $a$ and $b$ is $88$. If ,1,1,8,completed,completed,completed,completed,2532,2003
65,64,aebf0ce8f54f,"A convex pentagon $P = ABCDE$, with vertices labeled consecutively, is inscribed",1,1,8,completed,completed,completed,completed,2063,3283
65,64,3fb847d88123,"In a basketball tournament, every two teams play two matches. As usual, the winn",1,1,8,completed,completed,completed,completed,3575,5240
65,64,eb56496d7178,"Let $P = (-2, 0)$. Points $P$, $Q$, $R$ lie on the graph of the function $y = x^",0,0,8,completed,truncated_length,completed,completed,2855,3231
65,64,4dbae0315d7b,"Let $T = \{ 1, 2, 3, \dots, 14, 15 \}$. A subset $S$ of $T$ is defined as \texti",0,0,8,completed,truncated_length,truncated_length,completed,4302,5392
65,64,8ffa7d4b3df5,Let $f(n)=\left|\binom{n}{0}+\binom{n}{3}+\dots +\binom{n}{3\left[\frac{n}{3}\ri,1,0,8,completed,completed,completed,completed,4270,3579
65,64,847e3df517b0,"Six boxes are numbered $1$, $2$, $3$, $4$, $5$, and $6$. Suppose that there are ",4,3,8,completed,completed,completed,completed,1768,1798
65,64,4dd2101ba4e2,"There are $2017$ jars in a row on a table, initially empty. Each day, a nice man",1,0,8,truncated_length,completed,completed,truncated_length,6984,3462
66,65,c36f69a940fb,"A license plate in a certain state consists of $4$ digits, not necessarily disti",0,0,8,completed,completed,completed,completed,1616,1521
66,65,c00ffc46e2e4,Circles of radius $3$ and $6$ are externally tangent to each other and are inter,0,0,8,completed,truncated_length,truncated_length,truncated_length,4345,5534
66,65,6f8aa089ea7d,Compute \[\frac{5}{3^2 \cdot 7^2} + \frac{9}{7^2 \cdot 11^2} + \frac{13}{11^2 \c,0,0,8,completed,truncated_length,completed,truncated_length,2501,2954
66,65,5a8c1ec446e0,"Find the sum of all 4-digit numbers using the digits \(2, 3, 4, 5, 6\) without r",0,1,8,completed,completed,completed,completed,1947,2099
66,65,58406dff472e,For how many positive integers $n$ does $\frac{1}{n}$ yield a terminating decima,0,0,8,completed,completed,completed,completed,3801,3940
66,65,dd9f5406e870,"In the cube \(ABCDEFGH\) with opposite vertices \(C\) and \(E,\) \(J\) and \(I\)",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5035,4718
66,65,ca364d008448,"Let $AB$ be a diameter of a semicircle $\Gamma$. Two circles, $\omega_1$ and $\o",0,0,8,completed,truncated_length,truncated_length,truncated_length,5879,6617
66,65,4d9cb1d450e0,Let $f(n)$ be a function satisfying the following three conditions for all posit,0,0,8,truncated_length,truncated_length,completed,truncated_length,4823,4098
67,66,9856ee6a827a,A student at Harvard named Kevin was counting his stones by $11$. He messed up $,2,3,8,completed,completed,completed,completed,2314,3592
67,66,04a626454858,"An iterative average of the numbers \(1, 2, 3, 4\), and \(5\) is computed the fo",0,0,8,completed,completed,completed,completed,3041,4145
67,66,d3c220d8a275,Find the number of ways a series of $+$ and $-$ signs can be inserted between th,0,0,8,truncated_length,truncated_length,completed,truncated_length,4658,5300
67,66,4fc3037f7c50,"Given a point $P^{}_{}$ on a triangular piece of paper $ABC,\,$ consider the cre",0,0,8,completed,completed,completed,completed,4127,3476
67,66,e3209ac931af,"Let $\Omega=\left\{(x, y, z) \in \mathbb{Z}^{3}: y+1 \geq x \geq y \geq z \geq 0",0,0,8,completed,completed,completed,completed,469,488
67,66,95da0d4add14,Let triangle $ABC$ be a right triangle in the xy-plane with a right angle at $C$,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4992,4875
67,66,f67b999fd6cd,The function $f$ is defined by the following table:  \[ \begin{array}{|c||c|c|c|,0,0,8,completed,completed,completed,completed,1262,1169
67,66,935920f80b29,What is the number of centimeters in the length of $EF$ if $AB\parallel CD\paral,0,0,8,completed,completed,completed,completed,2024,1774
68,67,7df7d2c98172,"$f(x), g(x)$ are two quadratic trinomials and $a, b, c, d$ are some real numbers",0,1,8,completed,completed,completed,completed,2755,2163
68,67,9fbe9c49313c,Calculate $\displaystyle{\sum_{n=1}^\infty\left(\lfloor\sqrt[n]{2010}\rfloor-1\r,2,1,8,completed,completed,completed,completed,2183,2262
68,67,b2fe2650b70a,"Find the greatest constant $M,$ so that \[\frac{a^2 + b^2}{c^2} > M\]whenever $a",2,1,8,completed,completed,completed,completed,2999,4654
68,67,c26c61f4a946,"In a bag of marbles, \(\frac{3}{5}\) of the marbles are blue and the rest are re",0,0,8,completed,completed,completed,completed,798,667
68,67,1c5aa8608f12,"In parallelogram $ABCD$ , point $M$ is on $\overline{AB}$ so that $\frac {AM}{AB",0,0,8,completed,completed,completed,completed,3247,2821
68,67,76cbdb170a2e,Let $p(n) = n^4 - 6n^2 - 160$. If $a_n$ is the least odd prime dividing $q(n) = ,0,0,8,completed,truncated_length,truncated_length,completed,3915,4704
68,67,53b5b2288fcf,The function $f : \mathbb{R}\to\mathbb{R}$ satisfies $f(x^2)f^{\prime\prime}(x)=,1,1,8,truncated_length,completed,completed,completed,4314,3233
68,67,9274fd9d1a30,Three students write on the blackboard three two-digit square numbers next to ea,3,0,8,completed,completed,truncated_length,completed,2708,4318
69,68,c071904e0eb1,Determine the natural number $a = \frac{p+q}{r} + \frac{q+r}{p} + \frac{r+p}{q}$,5,4,8,completed,completed,completed,completed,2439,2314
69,68,b33b947b0117,For how many positive integer values of $n$ are both $\frac{n}{3}$ and $3n$ thre,0,0,8,completed,completed,completed,completed,1207,1432
69,68,6c33ae7b28e9,"How many ordered pairs of integers \((m,n)\) are there such that \(m\) and \(n\)",0,0,8,completed,completed,completed,completed,4209,4645
69,68,7fe05df40d86,"Let $(a_1, a_2, a_3, a_4, a_5)$ be a random permutation of the integers from $1$",0,0,8,completed,completed,completed,completed,1438,2005
69,68,d4e32994e04b,Let $f(x)$ be a function mapping real numbers to real numbers. Given that $f(f(x,1,0,8,completed,completed,completed,completed,711,875
69,68,ac3cc72217d0,Let $n$ be a positive integer with $k$ digits. A number $m$ is called an \( aler,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5184,4777
69,68,8b77c8876b84,We will say that a rearrangement of the letters of a word has no *fixed letters*,0,0,8,completed,completed,completed,completed,3857,3224
69,68,dcf8ee938bec,"You are playing a game called ""Hovse."" Initially, you have the number $0$ on a b",0,0,8,truncated_length,completed,completed,completed,5689,3877
70,69,f93048395c24,Al told Bob that he was thinking of $2011$ distinct positive integers. He also t,0,0,8,completed,completed,truncated_length,completed,3268,8013
70,69,480117634d38,"Each time you click a toggle switch, the switch either turns from *off* to *on* ",0,0,8,completed,truncated_length,truncated_length,truncated_length,5745,5623
70,69,621b6f61da14,"Find the least natural number $n$, which has at least 6 different divisors $1 = ",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,3516,3715
70,69,2e11698a8897,"Greta Grasshopper sits on a long line of lily pads in a pond. From any lily pad,",2,3,8,completed,completed,completed,completed,2290,1739
70,69,d18064638df8,"Let $f : \mathbb{N} \to \mathbb{R}$ be a function, satisfying the following cond",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4406,3849
70,69,0cde372d16a2,Let $n$ be a positive integer greater than $4$ such that the decimal representat,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4506,4676
70,69,5280d260e11a,"On an auto trip, the distance read from the instrument panel was $450$ miles. Wi",0,0,8,completed,completed,completed,truncated_length,1890,1889
70,69,143ea5bc6a00,Reimu invented a new number base system that uses exactly five digits. The numbe,0,0,8,completed,completed,completed,truncated_length,7061,3656
71,70,c817e62723f0,A sphere with center \(O\) has radius \(6\). A triangle with sides of length \(1,1,1,8,completed,completed,completed,completed,3663,3368
71,70,3e31662598d3,"Fedja used matches to form a parallelogram, ensuring that the sides are of equal",0,0,8,completed,truncated_length,completed,truncated_length,5175,2977
71,70,81e91b04b767,"For any finite set $X$, let $| X |$ denote the number of elements in $X$. Define",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4739,5205
71,70,ec9798653c01,"Let $x$ be chosen at random from the interval $(0,1)$. Find the probability that",0,0,8,completed,completed,truncated_length,completed,3836,4961
71,70,5a08b5cc6c22,"Suppose $a,b,c>0$ are integers such that \[abc-bc-ac-ab+a+b+c=2013.\]  Find the ",4,2,8,completed,completed,truncated_length,completed,3088,5522
71,70,4a6d990706c4,Suppose two equally strong tennis players play against each other until one play,1,0,8,completed,completed,completed,completed,3153,3201
71,70,c86013eea055,The polynomial $P$ is a quadratic with integer coefficients. For every positive ,0,0,8,completed,truncated_length,truncated_length,completed,3874,5065
71,70,4347c51ce3cf,The volume of the parallelepiped determined by the three-dimensional vectors $\m,0,0,8,completed,completed,completed,completed,2761,2700
72,71,fbfc9d0851ac,A function $f$ is defined on the positive integers by \[ \left\{ \begin{array}{r,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,3599,4288
72,71,8fb6f0406fd8,Evaluate \[2 \times (2 \times (2 \times (2 \times (2 \times (2 \times 2 - 2) - 2,4,4,8,completed,completed,completed,completed,844,1159
72,71,0bb6ad1979fe,"Find the area of the triangle with vertices $(6,5,3),$ $(3,3,1),$ and $(15,11,9)",0,0,8,completed,completed,completed,completed,1084,1179
72,71,9a2b8d87e444,Let $a$ be a real number such that $$5 \sin^4 \left( \frac{a}{2} \right)+ 12 \co,1,0,8,completed,completed,completed,truncated_length,1901,1914
72,71,79fccb6f2c18,"Let $n \ge 3$. Suppose $a_1, a_2, \ldots, a_n$ are $n$ distinct pairwise real nu",1,0,8,truncated_length,completed,truncated_length,completed,4944,4841
72,71,6c9ec2f4afd6,"Quadrilateral $ABCD$ has right angles at $B$ and $C$, $\triangle ABC \sim \trian",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5775,5306
72,71,4cf31553e5e8,"The Lucas numbers $L_n$ are given by the recursion $L_0 = 2, L_1 = 1$, and $L_n ",2,0,8,completed,completed,completed,completed,2704,2729
72,71,3802b3a95417,The sides of $\triangle ABC$ form an arithmetic sequence of integers. The incirc,2,0,8,truncated_length,completed,truncated_length,truncated_length,5223,5335
73,72,0c863b2d7aac,"A candy store has $100$ pieces of candy to give away. When you get to the store,",3,0,8,truncated_length,completed,truncated_length,completed,4596,5077
73,72,cf6719077ec6,"Circle $B$, which has radius 2008, is tangent to horizontal line $A$ at point $P",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4955,4565
73,72,6258d6dc1b70,"Compute the number of positive integers $n\le1000$ such that $\text{lcm}(n,9)$ i",0,0,8,truncated_length,completed,truncated_length,truncated_length,4763,4802
73,72,bf0f454bba6f,"In trapezoid $ABCD$ with bases $AB$ and $CD$, we have $AB = 52$, $BC = 12$, $CD ",0,0,8,completed,completed,completed,completed,2163,2119
73,72,11ca6173aa36,Michael writes down all the integers between $1$ and $N$ inclusive on a piece of,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4249,4634
73,72,8ad9e27910d4,Peter is randomly filling boxes with candy. If he has 10 pieces of candy and 5 b,0,0,8,truncated_length,completed,completed,completed,6020,5899
73,72,c01359670476,"We say a $2023$-tuple of nonnegative integers $\left(a_{1}, a_{2}, \ldots a_{202",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5247,4954
73,72,da897b54dd15,We say a positive integer $n$ is \emph{metallic} if there is no prime of the for,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4023,4785
74,73,419fa6ecaeba,"A positive integer $n$ is considered lucky if the numbers $2n + 1$, $3n + 1$, an",6,2,8,completed,completed,completed,completed,2134,2289
74,73,1bbf5368517c,"Determine the smallest number $N$, a multiple of 83, such that $N^2$ has 63 posi",4,1,8,completed,completed,completed,completed,3894,3243
74,73,ed1e333a8c5e,Find all $\mathbf{v}\in\mathscr{P}$ such that the set $\mathscr{P}\setminus\{\ma,0,0,8,completed,completed,completed,completed,4115,2492
74,73,3c4f37816002,Find the smallest prime number that cannot be written in the form $|2^a - 3^b|$ ,1,0,8,truncated_length,completed,truncated_length,truncated_length,4237,3638
74,73,86b8d94f8f3b,"If $x = \frac34$ and $y = \frac43$ , find the value of $\frac12x^6y^7$.The answe",0,0,8,completed,completed,completed,completed,1148,1234
74,73,2b3013180c9f,"Kris is asked to compute $\log_{10} (x^y)$, where $y$ is a positive integer and ",7,4,8,completed,completed,completed,completed,1882,1800
74,73,10fc6946119e,The circular base of a hemisphere of radius \(2\) rests on the base of a square ,6,5,8,truncated_length,completed,truncated_length,completed,5495,5623
74,73,0c61421947d9,"The prime numbers $a$, $b$, and $c$ satisfy the equation $a + b^2 = 4c^2$. Deter",1,0,8,completed,completed,completed,completed,2873,3084
75,74,09d7d4b12232,A cube with $3$-inch edges is made using $27$ cubes with $1$-inch edges. Ninetee,0,0,8,completed,completed,completed,completed,1609,2336
75,74,9520279b0206,"Allison, Brian and Noah each have a 6-sided cube. All of the faces on Allison's ",0,1,8,completed,completed,completed,completed,1610,1770
75,74,be76417e5c94,"Box is thinking of a number, whose digits are all ""1"". When he squares the numbe",0,0,8,completed,completed,completed,completed,2376,2253
75,74,7901b5836418,Let $(x_n)$ be a sequence of positive integers defined as follows: $x_1$ is a fi,3,4,8,completed,completed,completed,completed,2813,2627
75,74,ec50c891107c,"Let $x, y, z$ be complex numbers satisfying the following system of equations:  ",0,0,8,truncated_length,truncated_length,completed,truncated_length,5016,4162
75,74,db1129409b0c,Let a rad number be a palindrome such that the square root of the sum of its dig,3,0,8,completed,completed,completed,completed,4160,4160
75,74,49d52efd1020,"PUMaCDonalds, a newly-opened fast food restaurant, has 5 menu items. If the firs",1,0,8,completed,completed,completed,completed,5683,4962
75,74,381e09cc74bf,We call a number $10^3 < n < 10^6$ a balanced number if the sum of its last thre,0,1,8,completed,truncated_length,truncated_length,truncated_length,5276,5931
76,75,d2efefd7e868,A meeting is held at a round table. It is known that: - 7 women have a woman on ,0,0,8,completed,completed,completed,completed,2642,2884
76,75,30fa9a63d184,A pentagon is formed by cutting a triangular corner from a rectangular piece of ,0,0,8,truncated_length,completed,truncated_length,completed,4517,5162
76,75,c2a0d1bfe221,"A set S consists of triangles whose sides have integer lengths less than 5, and ",2,0,8,completed,completed,completed,completed,4436,3573
76,75,f74117e417d5,"Abe can paint the room in 15 hours, Bea can paint 50 percent faster than Abe, an",0,0,8,completed,completed,completed,completed,2551,2449
76,75,0501ac86d50e,"Let $a_1, a_2, \dots, a_{1000}$ be positive integers whose sum is $S$. If $a_n!$",1,0,8,completed,completed,truncated_length,completed,4571,4929
76,75,c84f6a4d87af,Let $d$ be the greatest common divisor of $2^{30^{10}}-2$ and $2^{30^{45}}-2$.  ,4,1,8,completed,completed,truncated_length,completed,2439,4432
76,75,a39ba4e3f651,"Vasya has $n$ candies of several types, where $n > 145$. It is known that for an",0,0,8,completed,completed,completed,truncated_length,6455,4099
76,75,982ef4b9af7a,"What is the median of the following list of $4040$ numbers?   $1, 2, 3, \ldots, ",0,0,8,completed,completed,completed,completed,3671,4098
77,76,23226cfe2834,A rectangular array of chairs is an arrangement of the chairs in rows and column,0,1,8,completed,completed,completed,completed,1615,1630
77,76,c73536f25254,Caroline wants to plant 10 trees in her orchard. Planting $n$ apple trees requir,0,0,8,completed,truncated_length,truncated_length,truncated_length,4013,4056
77,76,56ae728b57bc,Find the fraction that equals $0.72\overline{6}$.The answer is in the form rac{,0,0,8,completed,completed,completed,completed,1935,1425
77,76,95e9bd1f6bed,Let $X$ be the sum of all divisors of the number $(3 \cdot 2009)^{((2 \cdot 2009,1,0,8,truncated_length,completed,truncated_length,truncated_length,4225,4604
77,76,d142ab768db3,"Suppose $N$ is a $6$-digit number with base-$10$ representation $\underline{a}\,",1,0,8,completed,completed,completed,completed,2863,3081
77,76,3505f473ae21,"The area of polygon $ABCDEF$ is 52 with $AB=8$, $BC=9$ and $FA=5$. What is $DE+E",0,0,8,completed,completed,completed,completed,2265,2292
77,76,96a707bbd1a6,The decimal expression of a 100-digit number consists of 1’s and 2’s. The Rule a,2,0,8,truncated_length,completed,truncated_length,truncated_length,8106,7156
77,76,46656cb77f02,Two thousand points are given on a circle. Label one of the points 1. From this ,0,0,8,completed,truncated_length,completed,completed,2463,2549
78,77,94fd6035b62f,"$A, B, C$ are playing a backgammon tournament. Initially, $A$ plays against $B$.",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,6668,6286
78,77,7429ed1d0302,Compute the number of ways to tile a $3\times5$ rectangle with one $1\times1$ ti,0,0,8,completed,completed,completed,completed,1964,3247
78,77,279d2f2d611b,"For a natural number $n$, let $n'$ denote the number obtained by deleting zero d",0,0,8,truncated_length,completed,completed,truncated_length,5161,3070
78,77,121a6eabbeff,"Let $\Gamma_1$, $\Gamma_2$ be two circles, where $\Gamma_1$ has a smaller radius",0,0,8,truncated_length,completed,truncated_length,truncated_length,6382,6307
78,77,b6da9cb33a51,Mary and James each sit in a row of 7 chairs.  They choose their seats at random,0,0,8,completed,completed,completed,completed,1774,1559
78,77,bdf0088888cc,"The function $f$ defined by $f(x)= \frac{ax+b}{cx+d}$ , where $a$ , $b$ , $c$ an",3,1,8,truncated_length,completed,truncated_length,completed,4539,4579
78,77,00825f60b9b7,"There are integers $a_1, a_2, a_3,...,a_{240}$ such that $x(x + 1)(x + 2)(x + 3)",0,0,8,truncated_length,completed,completed,truncated_length,5712,3558
78,77,c7ee976ac092,Twelve fair dice are rolled. Find the probability that the product of the number,5,3,8,completed,completed,completed,completed,2741,2725
79,78,52fbb2f8846d,A rectangle that is inscribed in a larger rectangle (with one vertex on each sid,0,0,8,completed,completed,truncated_length,truncated_length,4723,6395
79,78,db3028648f18,"A triangle has vertices $P_{}^{}=(-8,5)$ , $Q=(-15,-19)$ , and $R=(1,-7)$ . The ",6,2,8,completed,completed,completed,completed,2259,2204
79,78,6cf26f6089bb,"Find the number of positive integers with three not necessarily distinct digits,",0,0,8,truncated_length,completed,completed,completed,4726,2725
79,78,9b9d1aa8f238,"Find the smallest positive real number $c,$ such that for all nonnegative real n",1,0,8,truncated_length,completed,completed,completed,4912,2769
79,78,3bc34e8352fd,For how many integers $1\leq k\leq 2013$ does the decimal representation of $k^k,1,2,8,truncated_length,completed,completed,completed,4557,1733
79,78,371202a2f81e,"Let $c$ be a complex number. Suppose there exist distinct complex numbers $r$, $",0,0,8,completed,truncated_length,truncated_length,completed,3438,6066
79,78,a5de30e2e218,The Bell Zoo has the same number of rhinoceroses as the Carlton Zoo has lions. T,0,0,8,completed,completed,completed,completed,3941,3427
79,78,9c66d0c5c5e9,Triangle $ABC$ has positive integer side lengths with $AB=AC$. Let $I$ be the in,0,0,8,completed,truncated_length,truncated_length,truncated_length,2986,4680
80,79,f428cb0b7591,"Barry wrote 6 different numbers, one on each side of 3 cards, and laid the cards",0,0,8,completed,completed,completed,truncated_length,1432,1670
80,79,dee2448a1d21,Chewbacca has 20 pieces of cherry gum and 30 pieces of grape gum.  Some of the p,3,0,8,completed,completed,completed,completed,2194,2011
80,79,62cb223b263d,Determine the largest real number $a$ such that for all $n\geqslant1$ and for al,0,0,8,truncated_length,truncated_length,truncated_length,completed,5193,4782
80,79,2ad6a2a242da,Determine the remainder when \[ \sum_{i=0}^{2015} \left\lfloor \frac{2^i}{25} \r,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4033,3929
80,79,03f8f3706cfc,"Let $S$ be the set of integers of the form $2^x+2^y+2^z$, where $x,y,z$ are pair",0,0,8,truncated_length,completed,truncated_length,completed,6348,5429
80,79,64e424cb96b5,Let $s(n)$ denote the number of $1$'s in the binary representation of $n$. Compu,0,0,8,completed,completed,completed,completed,3574,3604
80,79,0f9a02b1d28c,Let \(ABC\) be an equilateral triangle. \(D\) and \(E\) are midpoints of \([AB]\,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4768,4886
80,79,8d88770b8a89,What is the total number of digits used when the first 2002 positive even intege,0,0,8,completed,completed,completed,completed,1782,1738
81,80,7bbb8ca2106a,Cai and Lai are eating cookies. Their cookies are in the shape of $2$ regular he,1,0,8,completed,completed,completed,completed,2651,1606
81,80,3853e1c23f60,"Calculate the sum $\sum_{n=1}^{1,000,000} \lfloor \sqrt{n} \rfloor$.  You may us",2,1,8,completed,completed,completed,completed,2184,2121
81,80,5beddff9fad7,Find the minimum value of \[(12 - x)(10 - x)(12 + x)(10 + x).\]  Remember to put,8,5,8,completed,completed,completed,completed,1281,1612
81,80,4888b35e543d,Find the sum of all the real values of x satisfying $(x+\frac{1}{x}-17)^2$ $= x,0,0,8,completed,completed,completed,completed,1486,2192
81,80,a9db8acc3c97,"If integers $m$, $n$, and $k$ satisfy the equation $m^2 + n^2 + 1 = kmn$, what v",5,3,8,truncated_length,completed,completed,completed,4424,3741
81,80,0472c5afa5cb,"Let $k \ll n$ denote that $k < n$ and $k \mid n$. Let $f: \{1, 2, \ldots, 2013\}",0,0,8,completed,truncated_length,completed,completed,5616,4020
81,80,42c0b4e0b9d7,Let $k$ be a positive integer with the following property: For every subset $A$ ,0,2,8,truncated_length,truncated_length,truncated_length,completed,4960,5331
81,80,1b55f778aba9,"Triangle $ABC$ has $\angle A = 90^\circ$, $\angle C = 30^\circ$, and $AC = 12$. ",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4885,5032
82,81,9aed2715028d,Find the sum of all integers $n$ satisfying the following inequality:  \[ \frac{,0,0,8,completed,truncated_length,completed,completed,3749,2471
82,81,6805eb115c81,How many 4-digit numbers \( \overline{abcd} \) are there such that \( a < b < c ,0,0,8,completed,completed,truncated_length,completed,4454,4385
82,81,48ab91a68658,"In the following alpha-numeric puzzle, each letter represents a different non-ze",0,0,8,truncated_length,truncated_length,completed,completed,4252,3944
82,81,38e383078420,It takes $3$ rabbits $5$ hours to dig $9$ holes. It takes $5$ beavers $36$ minut,0,0,8,completed,completed,completed,completed,743,1156
82,81,178c40a9c53c,"Let $f(x) = (x-a)^3$. If the sum of all $x$ satisfying $f(x) = f(x-a)$ is $42$, ",5,0,8,completed,completed,completed,completed,2740,2997
82,81,b278174019e6,Let $s(n)$ be the number of 1's in the binary representation of $n$. Find the nu,0,0,8,completed,completed,completed,completed,4065,3427
82,81,60b0643d9034,"There are $2 n$ students in a school $(n \in \mathbb{N}, n \geq 2)$. Each week $",2,0,8,completed,completed,completed,completed,3559,2881
82,81,d409e535446b,Three identical square sheets of paper each with side length $6$ are stacked on ,1,0,8,completed,completed,completed,completed,2653,2579
83,82,eba9f2a1e1a3,"Andrew and Beatrice practice their free throws in basketball. One day, they atte",2,1,8,completed,completed,completed,completed,4739,3725
83,82,645fe96484e3,Each side of the large square in the figure is trisected (divided into three equ,0,0,8,completed,completed,completed,completed,2129,2150
83,82,f2cc9da92f70,"In the game of Mindmaster, secret codes are created by placing pegs of any of se",0,0,8,completed,completed,completed,completed,729,737
83,82,7130fdaab51b,Prair has a box with some combination of red and green balls. If she randomly dr,2,1,8,completed,completed,completed,completed,2266,2391
83,82,51127616edf9,"Suppose that  $a$ and $b$ are digits, not both nine and not both zero, and the r",4,3,8,completed,completed,completed,completed,4233,4429
83,82,b7f6a759093d,The number of nonnegative solutions to the equation $2x_1 + x_2 + x_3 + x_4 + x_,0,0,8,completed,completed,completed,completed,1699,1985
83,82,ae50b0ddef83,"There are $24$ four-digit whole numbers that use each of the four digits $2, 4, ",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4252,3600
83,82,381961237fec,"There are four distinct positive integers $a,b,c,d$ less than $8$ which are inve",7,6,8,completed,completed,completed,completed,2812,1931
84,83,9b6488b19bd9,Find the sum of the $2$ smallest prime factors of $2^{1024} - 1$.  Remember to p,0,1,8,completed,completed,completed,completed,1442,1923
84,83,6e5649313cff,"Five persons wearing badges with numbers $1, 2, 3, 4, 5$ are seated on $5$ chair",3,5,8,completed,completed,completed,completed,4368,3832
84,83,e627c97de40d,"How many ways are there to choose three digits $A, B, C$ with $1 \leq A \leq 9$ ",1,0,8,completed,completed,completed,completed,3607,3900
84,83,a32aeb5ef037,"If $x, y, z$ satisfy $x+y+z = 12$, $\frac{1}{x} + \frac{1}{y} + \frac{1}{z} = 2$",0,0,8,completed,completed,completed,completed,1562,2235
84,83,e2421d6e7e73,"Let $S$ S be a point chosen at random from the interior of the square $ABCD$, wh",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5730,5766
84,83,b86242276531,"Let $\theta$ be the smallest acute angle for which $\sin \theta,$ $\sin 2 \theta",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5241,5501
84,83,a6f465ca84a8,"Points $A$, $B$, $C$ and $D$ have these coordinates: $A(3,2)$, $B(3,-2)$, $C(-3,",0,0,8,completed,completed,completed,completed,1699,1851
84,83,5cc00b3c29cc,\(|5x^2 - \frac{2}{5}| \le |x - 8|\) if and only if \(x\) is in the interval \([,0,0,8,completed,truncated_length,truncated_length,truncated_length,3238,4780
